Timestamp,Provider,Counter Name,Counter Type,Mean/Increment
01/04/2026 00:57:32,System.Runtime,Gen 0 Size (B),Metric,6307304
01/04/2026 00:57:32,System.Runtime,Gen 1 Size (B),Metric,6526760
01/04/2026 00:57:32,System.Runtime,Gen 2 Size (B),Metric,21728920
01/04/2026 00:57:32,System.Runtime,LOH Size (B),Metric,491232
01/04/2026 00:57:32,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,262336
01/04/2026 00:57:32,System.Runtime,Number of Assemblies Loaded,Metric,124
01/04/2026 00:57:32,System.Runtime,IL Bytes Jitted (B),Metric,511642
01/04/2026 00:57:32,System.Runtime,Number of Methods Jitted,Metric,7054
01/04/2026 00:57:32,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,0
01/04/2026 00:57:33,System.Runtime,CPU Usage (%),Metric,0.01068159900641337
01/04/2026 00:57:33,System.Runtime,Working Set (MB),Metric,153.51808
01/04/2026 00:57:33,System.Runtime,GC Heap Size (MB),Metric,58.574464
01/04/2026 00:57:33,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,0
01/04/2026 00:57:33,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,0
01/04/2026 00:57:33,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
01/04/2026 00:57:33,System.Runtime,Gen 0 GC Budget (MB),Metric,6
01/04/2026 00:57:33,System.Runtime,ThreadPool Thread Count,Metric,2
